subject,predicate,object
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,recommendedFor,Acute_Kidney_Injury
Figs_dried_uncooked,recommendedFor,Rhabdomyolysis
Flour_amaranth,recommendedFor,Esophageal_Neoplasms
Seeds_sunflower_seed_kernel_raw,recommendedFor,Hepatolenticular_Degeneration
Bison_ground_raw,recommendedFor,Cardiotoxicity
Cheese_cheddar,recommendedFor,Cardiotoxicity
Peanuts_raw,recommendedFor,Rhabdomyolysis
Nerve_Compression_Syndromes,22-rdf-syntax-ns#type,Disease
Beans_Dry_Brown_0_moisture,recommendedFor,Diabetes_Mellitus__Type_2
Mushroom_maitake,recommendedFor,Paranoid_Disorders
Beef_top_sirloin_steak_raw,recommendedFor,Diabetic_Cardiomyopathies
Pineapple_raw,contraindicatedFor,Obesity
Farro_pearled_dry_raw,recommendedFor,Cholestasis
Farro_pearled_dry_raw,recommendedFor,Atrial_Fibrillation
Cheese_cheddar,recommendedFor,Stomach_Ulcer
Beans_Dry_Cranberry_0_moisture,recommendedFor,Hypertension
Flour_spelt_whole_grain,recommendedFor,Insulin_Resistance
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Cell_Transformation__Neoplastic
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Nephrolithiasis
Khorasan_grain_dry_raw,recommendedFor,Glioma
Blackeye_pea_dry,recommendedFor,Major_Depressive_Disorder
Egg_whole_dried,recommendedFor,Heart_Failure
Kale_frozen_cooked_boiled_drained_without_salt,recommendedFor,Neoplasms
Nuts_cashew_nuts_raw,recommendedFor,Diabetes_Mellitus__Type_2
Beeftenderloin_steak_raw,recommendedFor,Acute_Kidney_Injury
Pork_loin_boneless_raw,highIn,Protein
Sausage_Italian_pork_mild_cooked_panfried,recommendedFor,Arrhythmias__Cardiac
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Tremor
Kiwifruit_green_raw,22-rdf-syntax-ns#type,Food
Beans_Dry_Small_White_0_moisture,recommendedFor,Dysgeusia
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Coronary_Vasospasm
Tomato_paste_canned_without_salt_added,recommendedFor,Torsades_de_Pointes
Nuts_walnuts_English_halves_raw,recommendedFor,Colitis
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Cardiomyopathies
Chia_seeds_dry_raw,highIn,Potassium
Sesame_butter_creamy,highIn,Magnesium
Plantains_underripe_raw,recommendedFor,Hypomagnesemia_primary
Eggs_Grade_A_Large_egg_whole,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Farro_pearled_dry_raw,recommendedFor,Hyperalgesia
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Asthma
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Beans_Dry_Pink_0_moisture,recommendedFor,Migraine_Disorders
Beans_Dry_Light_Tan_0_moisture,highIn,Potassium
Almond_butter_creamy,recommendedFor,Weight_Gain
Cheese_oaxaca_solid,recommendedFor,Peptic_Ulcer
Beans_Dry_Tan_0_moisture,recommendedFor,Atrial_Fibrillation
Flour_soy_fullfat,recommendedFor,Heart_Diseases
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Hypokalemia
Collards_raw,recommendedFor,Sinus_Arrest__Cardiac
Wild_rice_dry_raw,recommendedFor,Polycystic_Ovary_Syndrome
Cheese_dry_white_queso_seco,recommendedFor,Gastrointestinal_Diseases
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Intestinal_Diseases
Beef_flank_steak_boneless_choice_raw,recommendedFor,Necrosis
Squid_calamari_frozen_tubes_only,recommendedFor,Acute_Kidney_Injury
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Acute_Kidney_Injury
Flour_quinoa,recommendedFor,Prenatal_Injuries
Cheese_parmesan_grated,recommendedFor,Melanoma
Egg_white_dried,recommendedFor,Neurologic_Manifestations
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Peripheral_Nervous_System_Diseases
Flour_whole_wheat_unenriched,recommendedFor,Parasomnias
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Kidney_Diseases
Leeks_bulb_and_greens_root_removed_raw,highIn,Vitamin_B6
Flour_potato,recommendedFor,Hypokalemic_Periodic_Paralysis
Milk_lowfat_fluid_1_milkfat_with_added_vitamin_A_and_vitamin_D,highIn,Calcium
Flour_soy_defatted,recommendedFor,Edema
Cheese_cotija_solid,recommendedFor,Fever
Flour_soy_fullfat,recommendedFor,Ventricular_Dysfunction__Left
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Kidney_Diseases
Rice_red_unenriched_dry_raw,recommendedFor,Atrial_Fibrillation
Beans_Dry_Black_0_moisture,recommendedFor,Liver_Diseases
Flour_amaranth,recommendedFor,Pulpitis
Flour_coconut,recommendedFor,Heart_Defects__Congenital
Cheese_cottage_lowfat_2_milkfat,recommendedFor,Polyradiculopathy
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Gastrointestinal_Diseases
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Pulpitis
Almond_milk_unsweetened_plain_shelf_stable,22-rdf-syntax-ns#type,Food
Cheese_queso_fresco_solid,recommendedFor,Diabetes_Mellitus__Type_2
Yogurt_Greek_strawberry_nonfat,recommendedFor,Nephrocalcinosis
Cheese_parmesan_grated,recommendedFor,Cholestasis__Extrahepatic
Yogurt_Greek_plain_whole_milk,recommendedFor,Kidney_Diseases
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Craniofacial_Abnormalities
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Disease_Susceptibility
Einkorn_grain_dry_raw,recommendedFor,Anemia
Pork_cured_bacon_cooked_restaurant,recommendedFor,Ventricular_Fibrillation
Khorasan_grain_dry_raw,recommendedFor,Brain_Injuries
Vitamin_D,treats,Memory_Disorders
Sorghum_whole_grain_white_dry_raw,recommendedFor,Migraine_Disorders
Pork_cured_bacon_cooked_restaurant,recommendedFor,Tachycardia
Cheese_ricotta_whole_milk,recommendedFor,Colitis
Beans_Dry_Red_0_moisture,recommendedFor,Hypocalcemia
Beans_Dry_Tan_0_moisture,recommendedFor,Rickets
Flour_whole_wheat_unenriched,recommendedFor,Proteinuria
Nuts_hazelnuts_or_filberts_raw,predictedFor,Glioma
Beef_flank_steak_boneless_choice_raw,recommendedFor,Hyperlipidemias
Beans_Dry_Small_White_0_moisture,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Beef_flank_steak_boneless_choice_raw,recommendedFor,Infant_Death
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Hyperglycemia
Cheese_dry_white_queso_seco,recommendedFor,Kidney_Diseases
Beans_Dry_Tan_0_moisture,recommendedFor,Disease_Progression
Rice_red_unenriched_dry_raw,recommendedFor,Hyperalgesia
Beef_round_top_round_boneless_choice_raw,recommendedFor,Carcinoma__Ehrlich_Tumor
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Ventricular_Fibrillation
Seeds_sunflower_seed_kernel_raw,recommendedFor,Melanoma
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Tachycardia
Milk_lowfat_fluid_1_milkfat_with_added_vitamin_A_and_vitamin_D,recommendedFor,Nephrolithiasis
Sauce_salsa_readytoserve,recommendedFor,Acute_Kidney_Injury
Cream_sour_full_fat,recommendedFor,Peptic_Ulcer
Beef_round_top_round_boneless_choice_raw,recommendedFor,Testicular_Diseases
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Prenatal_Injuries
Tomato_puree_canned,recommendedFor,Hypomagnesemia_primary
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Osteoporosis
Cheese_dry_white_queso_seco,recommendedFor,Wounds_and_Injuries
Flour_corn_yellow_fine_meal_enriched,recommendedFor,Autistic_Disorder
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Colonic_Neoplasms
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Osteoporosis
Cheese_monterey_jack_solid,recommendedFor,Sinus_Arrest__Cardiac
Cheese_monterey_jack_solid,highIn,Protein
Snow_crab_legs_only_frozen__,recommendedFor,Glioma
Yogurt_plain_nonfat,recommendedFor,Osteoporosis
Yogurt_Greek_strawberry_nonfat,recommendedFor,Renal_Insufficiency
Yogurt_Greek_plain_whole_milk,recommendedFor,Neoplasms
Cheese_provolone_sliced,contraindicatedFor,Heart_Failure
Chia_seeds_dry_raw,recommendedFor,Hypoparathyroidism
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,recommendedFor,Kidney_Diseases
Pork_loin_tenderloin_boneless_raw,recommendedFor,Hypokalemic_Periodic_Paralysis
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Long_QT_Syndrome
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Ventricular_Fibrillation
Flaxseed_ground,recommendedFor,Leukemia
Oats_whole_grain_steel_cut,recommendedFor,Cell_Transformation__Neoplastic
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Tachycardia
Flour_oat_whole_grain,recommendedFor,Esophageal_Neoplasms
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Hyperglycemia
Seeds_sunflower_seed_kernel_raw,recommendedFor,Cholestasis__Extrahepatic
Rice_brown_long_grain_unenriched_raw,recommendedFor,Cardiovascular_Diseases
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Psychotic_Disorders
Bulgur_dry_raw,recommendedFor,Hyperglycemia
Cheese_monterey_jack_solid,recommendedFor,Cardiotoxicity
Pork_cured_bacon_cooked_restaurant,recommendedFor,Arrhythmias__Cardiac
Almond_butter_creamy,recommendedFor,Sinus_Arrest__Cardiac
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Teratozoospermia
Beans_Dry_Cranberry_0_moisture,recommendedFor,Bone_Diseases
Arugula_baby_raw,recommendedFor,Hypertension
Cheese_oaxaca_solid,recommendedFor,Bradycardia
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Fever
Arugula_baby_raw,predictedFor,Lung_Injury
Egg_whole_dried,recommendedFor,Heart_Defects__Congenital
Beeftenderloin_steak_raw,recommendedFor,Craniofacial_Abnormalities
Beans_Dry_Pink_0_moisture,recommendedFor,Proteinuria
Nuts_almonds_whole_raw,recommendedFor,Hyperemia
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Developmental_Disabilities
Sausage_pork_chorizo_link_or_ground_cooked_panfried,contraindicatedFor,Atherosclerosis
Nuts_walnuts_English_halves_raw,22-rdf-syntax-ns#type,Food
Cheese_dry_white_queso_seco,predictedFor,Muscular_Diseases
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Arrhythmias__Cardiac
Nuts_walnuts_English_halves_raw,recommendedFor,Acrodermatitis
Peanut_butter_creamy,recommendedFor,Water_Electrolyte_Imbalance
Plantains_overripe_raw,recommendedFor,Nerve_Degeneration
Ketchup_restaurant,recommendedFor,Renal_Insufficiency
Nuts_pine_nuts_raw,recommendedFor,Tachycardia__Ectopic_Atrial
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Anemia
Farro_pearled_dry_raw,recommendedFor,Major_Depressive_Disorder
Parsnips_raw,recommendedFor,Kidney_Diseases
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Hyperplasia
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,recommendedFor,Neoplasms
Almond_butter_creamy,recommendedFor,Cardiotoxicity
Butter_stick_salted,contraindicatedFor,Hypertension
Sorghum_flour_white_pearled_unenriched_dry_raw,highIn,Iron
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Testicular_Diseases
Mushroom_lions_mane,recommendedFor,Kidney_Diseases
Plantains_underripe_raw,recommendedFor,Acute_Kidney_Injury
Cheese_cheddar,recommendedFor,Colitis
Beet_greens_raw,recommendedFor,Cardiomyopathies
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Movement_Disorders
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Protein_Deficiency
Egg_yolk_dried,contraindicatedFor,Heart_Failure
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Hyperemia
Almond_butter_creamy,recommendedFor,Stomach_Ulcer
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Movement_Disorders
Beans_Dry_Tan_0_moisture,recommendedFor,Tachycardia__Supraventricular
Yogurt_plain_nonfat,recommendedFor,Movement_Disorders
Sesame_butter_creamy,recommendedFor,Tachycardia__Ectopic_Atrial
Mushroom_maitake,recommendedFor,Nerve_Compression_Syndromes
Blackeye_pea_dry,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Arrhythmias__Cardiac
Beans_Dry_Brown_0_moisture,recommendedFor,Inflammation
Sausage_pork_chorizo_link_or_ground_cooked_panfried,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Egg_whole_raw_frozen_pasteurized,recommendedFor,Arthralgia
Tuna_ahi_or_yellowfin_frozen_wild_caught,recommendedFor,Nerve_Degeneration
Flour_amaranth,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Potatoes_gold_without_skin_raw,recommendedFor,Kidney_Diseases
Beans_Dry_Pink_0_moisture,recommendedFor,Vasospasm__Intracranial
Nuts_almonds_dry_roasted_with_salt_added,highIn,Iron
Flour_spelt_whole_grain,22-rdf-syntax-ns#type,Food
Beans_Dry_Pinto_0_moisture,recommendedFor,Hemorrhage
Flour_coconut,recommendedFor,Hyperkinesis
Mahi_mahi_frozen_wild_caught,recommendedFor,Muscular_Diseases
Rice_red_unenriched_dry_raw,recommendedFor,Tachycardia__Supraventricular
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Craniofacial_Abnormalities
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Inflammation
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Hypokalemic_Periodic_Paralysis
Almond_butter_creamy,recommendedFor,Brain_Injuries
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Diabetes_Mellitus
Plantains_ripe_raw,highIn,Potassium
Flour_almond,recommendedFor,Hypokalemic_Periodic_Paralysis
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Hyperemia
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Hypotension
Beans_Dry_Carioca_0_moisture,recommendedFor,Peripheral_Nervous_System_Diseases
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Hypomagnesemia_primary
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Atherosclerosis
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Pork_cured_bacon_cooked_restaurant,recommendedFor,Tremor
Einkorn_grain_dry_raw,recommendedFor,Rhabdomyolysis
Flour_soy_fullfat,recommendedFor,Hypoparathyroidism
Sausage_Italian_pork_mild_cooked_panfried,recommendedFor,Kidney_Diseases__Cystic
Nuts_walnuts_English_halves_raw,recommendedFor,Major_Depressive_Disorder
Cheese_swiss,recommendedFor,Craniofacial_Abnormalities
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Water_Electrolyte_Imbalance
Nuts_almonds_whole_raw,recommendedFor,COVID_19
Wild_rice_dry_raw,recommendedFor,Prostatic_Neoplasms
Cream_sour_full_fat,recommendedFor,Bradycardia
Cheese_ricotta_whole_milk,22-rdf-syntax-ns#type,Food
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Reperfusion_Injury
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Lung_Injury
Beans_Dry_Navy_0_moisture,recommendedFor,Prenatal_Injuries
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Water_Electrolyte_Imbalance
Potatoes_red_without_skin_raw,recommendedFor,Hypokalemia
Yogurt_plain_nonfat,recommendedFor,Water_Electrolyte_Imbalance
Chia_seeds_dry_raw,highIn,Carbohydrate
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Magnesium_Deficiency
Flour_barley,recommendedFor,Infant_Death
Peanut_butter_creamy,recommendedFor,Rhabdomyolysis
Osteoporosis,22-rdf-syntax-ns#type,Disease
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Acute_Kidney_Injury
Cheese_oaxaca_solid,recommendedFor,Hyperlipidemias
Flour_barley,recommendedFor,Fasciculation
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Prenatal_Injuries
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,COVID_19
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Heart_Diseases
Cheese_oaxaca_solid,recommendedFor,Infant_Death
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Disease_Models__Animal
Sorghum_whole_grain_white_dry_raw,recommendedFor,Vasospasm__Intracranial
Flour_spelt_whole_grain,recommendedFor,Diabetic_Cardiomyopathies
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Leukemia
Flour_quinoa,recommendedFor,Anemia
Zinc,treats,Stomach_Ulcer
Frankfurter_beef_unheated,recommendedFor,Heart_Diseases
Bulgur_dry_raw,recommendedFor,Hypertension
Collards_raw,recommendedFor,Colitis
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Heart_Diseases
Beans_Dry_Tan_0_moisture,recommendedFor,Muscle_Cramp
Pork_cured_bacon_cooked_restaurant,recommendedFor,Carcinoma__Squamous_Cell
Tomato_puree_canned,recommendedFor,Acute_Kidney_Injury
Cheese_parmesan_grated,recommendedFor,Leukemia
Beans_Dry_Carioca_0_moisture,recommendedFor,Dysgeusia
Cheese_cottage_lowfat_2_milkfat,recommendedFor,Cardiomyopathies
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Multiple_Myeloma
Beans_Dry_Black_0_moisture,recommendedFor,Magnesium_Deficiency
Cheese_queso_fresco_solid,recommendedFor,Movement_Disorders
Flour_amaranth,highIn,Magnesium
Grapes_red_seedless_raw,contraindicatedFor,Obesity
Flour_oat_whole_grain,recommendedFor,Dysgeusia
Flaxseed_ground,recommendedFor,Liver_Diseases
Beans_Dry_Pink_0_moisture,recommendedFor,Asthma
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Tremor
Restaurant_Chinese_sweet_and_sour_pork,recommendedFor,Anemia
Sorghum_flour_white_pearled_unenriched_dry_raw,recommendedFor,Lung_Injury
Egg_whole_dried,recommendedFor,Neurologic_Manifestations
Beans_Dry_Cranberry_0_moisture,recommendedFor,Diabetic_Ketoacidosis
Flour_soy_fullfat,highIn,Iron
Beans_Dry_Carioca_0_moisture,highIn,Iron
Hummus_commercial,recommendedFor,Lung_Injury
Sorghum_flour_white_pearled_unenriched_dry_raw,recommendedFor,Developmental_Disabilities
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Torsades_de_Pointes
Hummus_commercial,recommendedFor,Developmental_Disabilities
Oats_whole_grain_steel_cut,recommendedFor,Hyperglycemia
Beef_round_top_round_boneless_choice_raw,recommendedFor,Polycystic_Ovary_Syndrome
Nuts_cashew_nuts_raw,recommendedFor,Diabetic_Ketoacidosis
Lamb_ground_raw,recommendedFor,Hepatomegaly
Zinc,treats,Brain_Injuries
Beef_short_loin_NY_strip_steak_raw,recommendedFor,COVID_19
Beans_Dry_Pink_0_moisture,recommendedFor,Intestinal_Diseases
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Tachycardia__Ectopic_Atrial
Hypokalemic_Periodic_Paralysis,22-rdf-syntax-ns#type,Disease
Almond_butter_creamy,recommendedFor,Insulin_Resistance
Beans_Dry_Cranberry_0_moisture,recommendedFor,Seizures
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Diabetes_Mellitus__Type_2
Cheese_queso_fresco_solid,recommendedFor,Inflammation
Collards_raw,recommendedFor,Arthralgia
Sodium,treats,Water_Electrolyte_Imbalance
Egg_whole_dried,recommendedFor,Hyperkinesis
Flour_soy_defatted,recommendedFor,Hyperemia
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,recommendedFor,Muscle_Cramp
Beans_Dry_Pinto_0_moisture,recommendedFor,Nerve_Degeneration
Avocado_Hass_peeled_raw,recommendedFor,Water_Electrolyte_Imbalance
Nuts_cashew_nuts_raw,recommendedFor,Seizures
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Carcinoma__Ehrlich_Tumor
Nuts_pine_nuts_raw,recommendedFor,Heart_Failure
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Heart_Diseases
Cream_sour_full_fat,recommendedFor,Nephrolithiasis
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Multiple_Sclerosis
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Carcinoma__Squamous_Cell
Khorasan_grain_dry_raw,recommendedFor,Hyperalgesia
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Testicular_Diseases
Bread_white_commercially_prepared,recommendedFor,Osteoporosis
Cod_Pacific_or_Alaskan_frozen_wild_caught,recommendedFor,Kidney_Diseases
Cheese_cheddar,22-rdf-syntax-ns#type,Food
Nuts_pecans_halves_raw,recommendedFor,Prenatal_Injuries
Cheese_parmesan_grated,contraindicatedFor,Atherosclerosis
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Diarrhea
Sesame_butter_creamy,recommendedFor,Heart_Failure
Beans_Dry_Cranberry_0_moisture,recommendedFor,Nephrocalcinosis
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Ventricular_Dysfunction__Left
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Hepatomegaly
Beans_Dry_Brown_0_moisture,recommendedFor,Migraine_Disorders
Nuts_almonds_whole_raw,recommendedFor,Osteoporosis__Postmenopausal
Yogurt_Greek_strawberry_nonfat,recommendedFor,Sinus_Arrest__Cardiac
Cheese_cotija_solid,recommendedFor,Heart_Defects__Congenital
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Polycystic_Ovary_Syndrome
Cheese_monterey_jack_solid,recommendedFor,Colitis
Halibut_frozen_wild_caught,recommendedFor,Muscular_Diseases
Anchovies_canned_in_olive_oil_with_salt_drained,predictedFor,Prenatal_Injuries
Butter_stick_salted,recommendedFor,Kidney_Diseases
Beans_Dry_Tan_0_moisture,recommendedFor,Ventricular_Fibrillation
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Splenic_Diseases
